,Ритм магического ядра,Поток Энергий,Пламя Стихий,Печать Чародея,Эмульсия Истока,Дыхание Истока,Тип Вектора Мощи,Общая сила потоков,Общая сила ядра,Общее давление,Магическая производительность,Эффективность ядра,Магическая мощность
6054,280.4483006698789,9131.21,815.392,43.212,0.856,0.975,Сильный,39652.541000000005,10934167.424969858,18.355,12.620607476635515,12773560.075899366,1247.3975769600008
10076,241.57088214219496,8783.048,776.801,34.572,0.684,0.993,Выше среднего,30252.704,7189344.158682729,15.937,13.537894736842103,10510737.074097557,444.76794730800054
5974,323.3232911295008,9308.834,921.636,60.189,1.192,0.975,Сильный,51870.197,16487636.821762824,22.029,10.357852348993289,13831910.085371498,4874.535529247999
640,140.78974173234073,6852.59,557.308,23.02,0.207,0.952,Слабый,4409.799,614554.9660974626,7.9239999999999995,14.911304347826087,2968864.570519143,-293.102769456
1270,140.82461341079562,6825.517,578.246,23.503,0.231,0.955,Слабый,4992.424,696735.6894836746,8.094999999999999,13.362077922077921,3016171.8159466432,-294.99130353
9287,372.84421612803663,9747.982,1056.834,87.721,1.736,0.989,Сильный,74060.82,27132253.908737678,27.131,8.001082949308756,15629178.51885811,15111.094032944002
2778,280.4480912303687,9138.039,824.707,43.712,0.865,0.961,Сильный,39644.417,10931890.434247525,18.3,12.489294797687862,12638023.623407545,1404.1874565
8957,145.21865433561652,7044.163,583.011,12.21,0.242,0.988,Ниже среднего,8495.869,1216242.6799430267,8.932,,5025796.198111681,-330.6924550160001
4932,139.17517254790582,6625.828,517.581,23.264,0.159,0.971,Слабый,1761.989,243446.7427476949,7.419,9.706415094339622,1531111.589608144,-257.651639199
6060,162.0501558562443,7781.185,629.847,16.681,0.33,0.975,Ниже среднего,14949.726,2385729.943042124,10.482,18.70690909090909,7229484.675885225,-367.1895961800001
1985,241.6232420197548,8832.007,782.768,34.679,0.687,0.958,Выше среднего,30286.664999999997,7198951.14265589,15.706,13.478777292576417,10478822.62395326,504.62774889600036
3861,148.15164523700793,6720.556,524.455,0.0,0.152,0.966,Слабый,2903.8970000000004,426853.4831953506,7.6739999999999995,10.153421052631579,2808246.599969412,-246.75624215999994
3480,280.44840538963405,9136.562,822.689,43.604,0.863,0.964,Сильный,39646.011,10932360.371999988,18.312,12.518238702201623,12667856.746234054,1369.9684593839995
1534,201.5158899681905,8501.691,714.501,25.442,0.504,0.956,Выше среднего,21987.573,4360182.585422871,13.122,15.310714285714285,8651155.923458077,-142.18337851200016
325,141.7061443093929,6837.495,613.15,21.191,0.271,0.951,Слабый,6278.794000000001,882944.0610244084,8.370000000000001,11.38981549815498,3258096.1661417284,-278.65696950000006
5764,201.51557580892512,8486.153,703.134,24.901,0.493,0.974,Выше среднего,21982.006999999998,4359083.573564036,13.133,15.65233265720081,8841954.510271879,-212.7931847539999
2338,323.32569968386844,9322.664,920.311,59.685,1.182,0.959,Сильный,51870.333999999995,16487723.108442536,21.701999999999998,10.445482233502538,13949004.321863398,4727.902274604
3980,145.21970153316772,7072.966,598.097,12.796,0.253,0.967,Ниже среднего,8497.794,1216524.8991833515,8.972999999999999,18.3002371541502,4808398.811001389,-313.063115607
8970,280.4427505228576,9117.984,820.986,43.877,0.869,0.988,Сильный,39669.147000000004,10938455.50632541,18.651,12.43180667433832,12587405.645944087,1377.429206934
7113,162.04900393893797,7744.181,638.747,17.133,0.339,0.98,Ниже среднего,14947.764000000001,2385400.5538401203,10.607,18.210265486725664,7036579.804838113,-349.69971156900016
4054,201.5144238916188,8485.59,714.471,25.512,0.505,0.967,Выше среднего,21982.934999999998,4359227.121926653,13.213000000000001,15.280396039603959,8632132.914706243,-143.653651885
2237,241.6219853826934,8832.98,780.057,34.51,0.683,0.959,Выше среднего,30287.062,7198997.545093184,15.681,13.55771595900439,10540259.948891923,471.85588901100016
5229,140.1695913425221,6651.384,649.672,23.737,0.317,0.972,Слабый,6649.535,930122.6564236172,8.424,4.868517350157728,2934140.871998792,-230.5309818239999
10837,143.7973978191325,6745.59,609.013,10.977,0.27,0.996,Слабый,7047.89,1005532.3513246435,8.578,11.431999999999999,3724193.8937949757,-294.1095112199999
4571,372.8462058033839,9766.782,1082.239,89.683,1.775,0.969,Сильный,74062.113,27132750.29341424,27.086,7.825284507042253,15286056.503331967,16646.35745835
11537,372.8412839748933,9727.781,1054.894,88.016,1.742,0.999,Сильный,74048.965,27127678.662781417,27.490000000000002,7.973524684270953,15572720.242698861,15271.06193652
5474,145.21991097267795,7084.973,587.261,12.358,0.245,0.973,Ниже среднего,8498.06,1216562.9586639367,8.901,18.89779591836735,4965563.096587497,-324.36183055500004
11478,162.04732842285608,7685.415,638.186,17.176,0.34,0.999,Ниже среднего,14943.845,2384757.35518533,10.712,18.15670588235294,7013992.221133322,-356.2464131199999
864,137.84470805911053,6696.388,496.126,24.886,0.137,0.953,Слабый,1104.6680000000001,150688.80226664233,7.16,11.265109489051094,1099918.2647200169,-235.29720408000006
8138,145.21970153316772,7085.797,574.521,11.843,0.234,0.984,Ниже среднего,8497.756000000001,1216518.7999558873,8.834,,5198798.2904097745,-333.8022837240001
4942,142.24649824581033,6777.405,510.993,13.283,0.144,0.971,Слабый,2906.7830000000004,406425.98355543806,7.7010000000000005,21.435000000000002,2822402.6635794314,-249.520162608
7895,145.21970153316772,7085.491,575.735,11.892,0.235,0.983,Ниже среднего,8497.846000000001,1216530.4175320098,8.841,19.701957446808514,5176725.180987276,-332.97217327499993
6010,323.3227675307252,9310.491,917.494,59.803,1.184,0.975,Сильный,51869.925,16487527.997239918,21.944,10.427837837837838,13925277.024695877,4715.521933824
11546,372.8411792551382,9728.73,1054.015,87.91,1.74,0.999,Сильный,74049.94,27128116.58865235,27.462,7.982689655172414,15590871.602673765,15195.990598200004
371,145.22179592827013,7148.345,593.228,12.56,0.249,0.951,Ниже среднего,8501.407,1217053.189268053,8.852,18.594216867469882,4887763.812321498,-314.6906182560001
8568,147.4817529635075,6681.094,511.514,0.0,0.141,0.986,Слабый,2800.469,409813.29874806385,7.634,10.945531914893618,2906477.2960855598,-241.63538348399996
11045,145.21708353928972,7019.668,580.675,12.13,0.24,0.997,Ниже среднего,8494.534,1216039.4349671667,8.952,19.291500000000003,5066830.979029861,-333.71265600000004
9920,145.21844489610626,7042.997,578.887,12.044,0.238,0.992,Ниже среднего,8495.766,1216225.0970240652,8.911999999999999,,5110189.483294392,-333.24547132800006
6969,162.04973697722383,7766.17,630.604,16.732,0.331,0.979,Ниже среднего,14948.727,2385569.018735162,10.514000000000001,18.650392749244713,7207157.156299583,-366.7922030639999
10393,323.31522770835653,9297.16,912.278,59.744,1.183,0.994,Сильный,51868.809,16486769.112346027,22.177,,13936406.68837365,4624.722254698
8326,145.80320000869446,6798.499,575.05,0.0,0.22,0.985,Слабый,6052.638,873409.2831080827,8.346,14.030181818181818,3970042.1959458306,-295.5235140000001
11077,323.3097822810903,9294.669,912.463,59.825,1.184,0.997,Сильный,51867.938,16486178.147240434,22.232,10.427837837837838,13924136.9486828,4644.980492543999
9332,372.84400668852646,9752.251,1052.588,87.206,1.726,0.989,Сильный,74065.124,27133909.00876086,26.992,8.047439165701043,15720688.88108972,14749.262528895999
11509,323.2954356746389,9291.807,915.449,60.144,1.191,0.999,Сильный,51864.453,16484312.789512094,22.326,10.366549118387908,13840732.82074903,4771.596643434
7933,201.5165182867212,8483.965,691.967,24.307,0.481,0.983,Выше среднего,21980.479000000003,4358796.446562749,13.07,16.04282744282744,9061946.87435083,-276.8209401100001
5830,323.32182505292906,9313.506,912.05,59.271,1.173,0.974,Сильный,51869.931000000004,16487391.346327327,21.811999999999998,10.525626598465474,14055747.098318266,4504.323049799998
2364,280.447462911838,9128.401,845.821,45.359,0.898,0.96,Сильный,39651.596000000005,10933857.399771929,18.646,12.03033407572383,12175787.750302816,1838.8546846680006
3213,137.8627198569911,6681.128,609.697,31.494,0.275,0.963,Слабый,5107.264999999999,702519.8828082163,8.033,,2554617.7556662406,-279.012799725
5456,145.21980625292284,7079.88,588.867,12.425,0.246,0.973,Ниже среднего,8497.856,1216534.199183535,8.916,18.8209756097561,4945260.972290793,-322.71210568800007
911,145.22211008753547,7164.413,585.912,12.26,0.243,0.953,Ниже среднего,8501.996000000001,1217141.648394276,8.796,19.053333333333335,5008813.367877679,-320.80229366399993
10783,141.45712073171836,6716.04,513.024,17.251,0.154,0.996,Слабый,3170.2580000000003,441830.0000358638,7.772,20.043116883116884,2869025.974258856,-266.877298688
10402,323.316484345418,9297.59,911.225,59.646,1.181,0.994,Сильный,51869.045999999995,16486896.88521496,22.155,10.45432684165961,13960115.90619387,4584.771762375001
3789,141.08505144177815,6660.323,664.079,19.682,0.329,0.966,Слабый,7038.8060000000005,990969.5501827287,8.533,4.690942249240122,3012065.502075163,-201.90792279700014
8751,162.0485850599175,7728.728,635.625,17.007,0.337,0.987,Ниже среднего,14946.640000000001,2385220.9958535563,10.614,18.31833827893175,7077807.109357733,-359.03314425
10223,372.84421612803663,9743.582,1052.557,87.417,1.73,0.993,Сильный,74059.752,27131728.944081366,27.162,8.028832369942197,15683080.3144979,14875.09573482
5581,145.8444595922116,6842.727,534.264,0.0,0.168,0.973,Слабый,4563.275,656427.6820670953,7.989,,3907307.6313517573,-270.760375872
7246,145.2772973984835,6831.186,583.997,2.337,0.236,0.98,Слабый,6548.179,942518.282600792,8.374,13.078983050847459,3993721.536444034,-300.3980567920001
9366,280.4374098153465,9113.01,827.945,44.465,0.88,0.99,Сильный,39676.007999999994,10940179.129420117,18.803,,12432021.737977406,1521.3808148000007
8354,145.21949209365746,7078.515,575.646,11.893,0.235,0.985,Ниже среднего,8497.436,1216471.4465413238,8.85,19.701957446808514,5176474.2406013785,-333.4962315
5060,145.22043457145355,7104.796,583.372,12.19,0.241,0.971,Ниже среднего,8498.952,1216694.5581526265,8.856,19.21145228215768,5048525.137562766,-325.7533298880001
1423,141.8608153877046,6806.568,620.885,20.727,0.278,0.956,Слабый,6409.841,902424.1700543439,8.453,,3246130.1081091505,-270.51265241000004
11699,372.8441114082816,9744.02,1039.458,86.142,1.705,0.999,Сильный,74065.05,27133827.892894883,26.987,,15914268.558882628,13962.962883430004
479,145.220853450474,7109.761,604.229,13.017,0.258,0.952,Ниже среднего,8499.766,1216816.2774046771,8.956999999999999,,4716342.160483245,-304.51039452599986
662,241.61193228620192,8847.868,776.229,34.198,0.677,0.952,Выше среднего,30290.7,7199577.969129067,15.568000000000001,13.677872968980795,10634531.712155195,423.9949937440005
6414,280.4462062747765,9124.213,826.123,44.1,0.873,0.977,Сильный,39659.556,10935959.990323618,18.572,12.374845360824743,12526872.84114962,1461.1962827880009
10710,145.34683131588298,6657.847,478.39,1.284,0.107,0.995,Слабый,1842.7069999999999,265042.99918797024,7.36,14.42355140186916,2477037.375588507,-202.87302720000002
9694,145.20493604769584,6772.137,594.066,2.734,0.246,0.991,Слабый,6660.442,958389.7503784208,8.498000000000001,12.547317073170731,3895893.294221223,-296.714162472
2988,137.11931431539668,6679.557,561.766,32.383,0.22,0.962,Слабый,3311.986,452671.16963353317,7.645,7.015090909090909,2057596.2256069689,-293.04416460000004
1119,162.05120305379552,7823.72,641.951,17.189,0.34,0.954,Ниже среднего,14953.133,2386286.4490294936,10.485,18.15670588235294,7018489.555969099,-335.2752800999999
2776,201.51725132500704,8504.107,704.237,24.882,0.493,0.961,Выше среднего,21987.222999999998,4360156.019191449,13.040000000000001,15.65233265720081,8844129.856372107,-204.19543336000024
4535,372.84494916632246,9763.51,1085.744,90.107,1.784,0.969,Сильный,74057.973,27131315.112271704,27.198,7.785807174887892,15208136.2736949,16970.009764607996
10591,323.306012369906,9294.873,915.876,60.099,1.19,0.995,Сильный,51867.212,16485719.508174744,22.266,10.375260504201682,13853545.80518886,4766.091629039998
7964,372.8404462168524,9738.328,1077.145,89.904,1.78,0.984,Сильный,74046.694,27126867.180256967,27.573999999999998,7.803303370786517,15239813.022616273,16743.983369399997
8488,146.06887402743305,6778.351,552.041,0.0,0.188,0.986,Слабый,5008.092,722294.2223517654,8.191,16.418297872340425,3841990.544424284,-283.27993577199993
9868,201.5132719743125,8458.649,705.416,25.146,0.498,0.992,Выше среднего,21974.172,4357469.3906421885,13.306000000000001,15.495180722891567,8749938.535426082,-202.66145059199965
8821,145.04691393722027,6797.096,591.772,3.616,0.246,0.987,Слабый,6710.6759999999995,964715.1472236324,8.455,12.547317073170731,3921606.2895269613,-299.98414403999993
7319,145.21907321463698,7059.537,586.1,12.325,0.244,0.981,Ниже среднего,8496.795,1216376.304449562,8.928,18.975245901639347,4985148.788727713,-326.54695680000003
5573,145.22053929120867,7113.039,578.546,11.991,0.237,0.973,Ниже среднего,8499.221,1216733.918964874,8.821,19.53569620253165,5133898.392256852,-329.1697109579998
6135,280.4453685167356,9122.164,831.919,44.542,0.882,0.976,Сильный,39661.126000000004,10936428.758386683,18.657,,12399579.091141364,1578.3926106059996
5269,201.51515692990463,8485.346,707.03,25.114,0.497,0.972,Выше среднего,21982.213,4359113.606524206,13.164000000000001,15.52635814889336,8770852.327010475,-189.5364567600002
4427,372.84735772069024,9775.845,1074.813,88.727,1.756,0.968,Сильный,74069.1,27135451.136301678,26.8,,15452990.39652715,15944.810830400005
10888,323.3173221034589,9297.367,907.838,59.373,1.175,0.996,Сильный,51869.178,16486973.876697147,22.122,10.507710638297873,14031467.129103955,4466.645277299999
5247,138.17824047916667,6638.392,499.895,25.253,0.143,0.972,Слабый,1317.237,180397.91096637366,7.2540000000000004,10.792447552447554,1261523.852911704,-244.91691081000005
6847,323.3170079441935,9303.658,926.34,60.717,1.202,0.979,Сильный,51869.343,16486990.51173938,22.195999999999998,10.271680532445924,13716298.262678353,5078.19354128
3981,162.0491086586931,7753.613,653.502,17.795,0.352,0.967,Ниже среднего,14949.141,2385621.347784273,10.684,,6777333.374387139,-310.25583846400013
8608,201.5159946879456,8478.461,693.242,24.4,0.483,0.986,Выше среднего,21978.924000000003,4358464.912220859,13.109,15.97639751552795,9023736.878304057,-270.7285624260002
11359,141.88437733260653,6744.632,593.149,19.522,0.259,0.998,Слабый,6453.977,908841.3721946524,8.397,11.917528957528956,3509040.0470836,-310.67564037299996
2893,201.51463333112903,8491.305,716.145,25.576,0.506,0.962,Выше среднего,21984.748,4359610.7016171785,13.192,,8615831.426120905,-132.53514296000012
2669,241.6288968865313,8826.68,783.381,34.746,0.688,0.961,Выше среднего,30285.012000000002,7198743.891483591,15.742,13.459186046511627,10463290.539947081,513.1597309759997
3977,372.84735772069024,9779.549,1075.386,88.68,1.755,0.966,Сильный,74070.431,27136108.466193337,26.729,7.914461538461539,15462170.06620703,15920.391931469998
7549,323.31522770835653,9301.996,924.353,60.6,1.2,0.982,Сильный,51869.05,16486780.428379,22.209999999999997,10.2888,13738983.690315833,5019.984155999999
279,147.35682229564972,6727.948,510.381,0.0,0.13,0.951,Слабый,2062.179,300646.6723273892,7.505,11.871692307692307,2312666.710210686,-220.12517735000003
